side,ip,money,logintimes,name,重複推噓次數,post,school,nickname,id
good,114.34.179.110,,277,"['Sacral', 'S君']",1,0,False,S君,Sacral
good,111.252.115.169,,1381,"['firejox', 'Tangent']",1,28,False,Tangent,firejox
good,114.41.57.182,,3282,"['sandpool', 'sadpool']",1,15,False,sadpool,sandpool
good,39.12.76.57,,568,"['zona1983', 'π到Din']",1,35,False,π到Din,zona1983
good,27.247.106.111,,247,"['canhong', 'bruse']",1,1,False,bruse,canhong
good,118.167.31.212,,1572,"['novellia', '我愛冬天']",2,5,False,我愛冬天,novellia
good,49.216.5.71,,1594,"['lakugawalan', 'Laolan']",1,46,False,Laolan,lakugawalan
good,111.243.9.185,,2117,"['isalin', '']",2,163,False,,isalin
good,101.14.81.25,,750,"['yingfeng0719', '鋒哥']",1,1,False,鋒哥,yingfeng0719
good,223.140.55.195,,247,"['michiechan', '貓米粉']",3,2,False,貓米粉,michiechan
good,163.29.48.229,,3056,"['thegod13', 'thedog13']",2,495,False,thedog13,thegod13
good,42.72.188.55,,1965,"['annie', '']",1,20,False,,annie
good,117.19.115.74,,1652,"['q622622', '~Mr.廷仔~']",2,34,False,~Mr.廷仔~,q622622
good,1.170.20.81,,1336,"['princessnain', 'bekyprin']",1,2,False,bekyprin,princessnain
good,39.10.192.152,,1239,"['ph4586', '阿廷']",8,1,False,阿廷,ph4586
good,59.115.161.163,,2276,"['ferrinatice', 'Fervent Apprentice']",1,157,False,Fervent Apprentice,ferrinatice
good,101.10.0.239,,662,"['tenjan', '貓新娘']",1,42,False,貓新娘,tenjan
good,36.231.21.194,,2607,"['aleckleehaha', 'haha']",7,58,False,haha,aleckleehaha
good,49.218.5.99,,3609,"['tomtom33', '']",1,104,False,,tomtom33
good,82.1.69.111,,2975,"['Resd', '不容青史盡成灰']",1,516,False,不容青史盡成灰,Resd
good,60.246.106.106,,3259,"['river223', 'StarField']",1,286,False,StarField,river223
good,59.115.250.31,,413,"['sean5236921', '加料水果']",1,0,False,加料水果,sean5236921
good,69.58.115.59,,2568,"['happyennovy', '讓我去流浪']",1,502,False,讓我去流浪,happyennovy
good,180.217.138.12,,874,"['PRME', '嘿嘿嘿']",1,132,False,嘿嘿嘿,PRME
good,223.137.42.188,,1118,"['gary13424', 'Noston']",1,3,False,Noston,gary13424
good,223.138.166.70,,429,"['FAYeeeeeeee', 'Fay']",1,9,False,Fay,FAYeeeeeeee
good,118.169.178.9,,4461,"['ccl007', '.......']",3,1506,False,.......,ccl007
good,1.171.101.110,,3662,"['meiyaya', 'meiyaya']",1,340,False,meiyaya,meiyaya
good,42.72.86.207,,236,"['ur8ru8', 'ur8ru8']",1,0,False,ur8ru8,ur8ru8
good,1.169.197.201,,2796,"['Ebergies', '火神']",5,228,False,火神,Ebergies
good,180.204.243.18,,1522,"['su4ej3', '逆']",1,31,False,逆,su4ej3
good,211.72.173.193,,1461,"['fishslumbers', 'scarecrow']",1,2,False,scarecrow,fishslumbers
good,111.250.168.181,,1364,"['juliee', 'Juliee']",2,5,False,Juliee,juliee
good,60.245.65.178,,3712,"['ake83611', '北港王']",1,510,False,北港王,ake83611
good,123.193.175.91,,686,"['billiomos', 'billiomos']",1,34,False,billiomos,billiomos
good,111.241.149.227,,866,"['masahiko2009', '阿咪咪']",1,106,False,阿咪咪,masahiko2009
good,123.195.154.234,,889,"['WoooEooo', 'WoooEooo']",2,5,False,WoooEooo,WoooEooo
good,114.174.7.135,,4397,"['dpFish', '']",1,128,False,,dpFish
good,114.136.237.105,,3961,"['lukehong', '有此一說']",1,337,False,有此一說,lukehong
good,36.237.71.51,,3100,"['abc1231qa', '悌咖']",1,427,False,悌咖,abc1231qa
good,111.240.144.209,,2314,"['schooldance', 'D.A.K.']",5,330,False,D.A.K.,schooldance
good,114.136.89.154,,956,"['klu001', '有點困']",1,252,False,有點困,klu001
good,101.13.4.202,,604,"['YiHsuanC', '']",1,2,False,,YiHsuanC
good,223.139.110.35,,489,"['beanartist', '比爾阿緹斯']",2,0,False,比爾阿緹斯,beanartist
good,1.161.169.133,,4167,"['citywall', '轉角處的驚嘆號!!']",1,1006,False,轉角處的驚嘆號!!,citywall
good,223.141.237.185,,939,"['alai1119', '灰灰娘']",1,17,False,灰灰娘,alai1119
good,219.85.42.95,,1443,"['peacesignv', '小聲']",1,37,False,小聲,peacesignv
good,220.141.118.95,,4104,"['truevill', '']",13,1295,False,,truevill
good,36.238.185.157,,2128,"['student380', 'U質社會觀察家']",2,288,False,U質社會觀察家,student380
good,81.164.105.138,,2081,"['aa800129315', 'DINO']",1,26,False,DINO,aa800129315
good,122.117.137.69,,3303,"['TGD01', '...']",1,63,False,...,TGD01
good,114.136.202.244,,2671,"['shes60100', '妮']",1,86,False,妮,shes60100
good,61.230.120.145,,833,"['fantacyi', '慌慌']",5,81,False,慌慌,fantacyi
good,123.194.84.142,,312,"['lewlewbo', 'lewlew']",1,22,False,lewlew,lewlewbo
good,114.136.210.61,,1579,"['selvester', '水昆蟲']",1,133,False,水昆蟲,selvester
good,223.139.11.73,,666,"['stonecow', 'hoshimido']",1,0,False,hoshimido,stonecow
good,223.136.8.42,,4027,"['himan', '「新鮮感」']",1,34,False,「新鮮感」,himan
good,223.139.202.178,,1450,"['FadedMisa', 'FaMi法米']",1,36,False,FaMi法米,FadedMisa
good,223.139.201.83,,2261,"['RayKer', '可能']",2,95,False,可能,RayKer
good,223.137.165.149,,3637,"['james732', '好人超']",1,670,False,好人超,james732
good,111.255.80.85,,1139,"['lemon7242', '檸檬酸']",1,434,False,檸檬酸,lemon7242
good,223.140.144.158,,561,"['tonyfenny321', '風蕭蕭兮']",1,36,False,風蕭蕭兮,tonyfenny321
good,1.175.63.209,,3169,"['abcdegf34', '渣渴三肆']",1,64,False,渣渴三肆,abcdegf34
good,120.156.141.44,,823,"['FuSen000', ""(*'▽')вTOMOYO!""]",2,455,False,(*'▽')вTOMOYO!,FuSen000
good,118.232.160.206,,843,"['mrgray', 'Mr.Gray']",1,1,False,Mr.Gray,mrgray
good,122.118.8.60,,805,"['lucky0504', 'Vicky']",1,13,False,Vicky,lucky0504
good,118.167.164.57,,1842,"['axd829x', 'π郎']",1,64,False,π郎,axd829x
good,36.229.132.51,,2361,"['KcIredor', 'Kciredor']",4,39,False,Kciredor,KcIredor
good,110.30.9.109,,604,"['liza9873', 'liza']",1,6,False,liza,liza9873
good,223.136.174.92,,2748,"['Shxt', 'Shxt']",1,122,False,Shxt,Shxt
good,180.177.112.117,,356,"['afrazhao', 'afra']",1,1,False,afra,afrazhao
good,111.83.165.64,,472,"['Ramon325', 'Ramon325']",1,0,False,Ramon325,Ramon325
good,101.13.20.31,,341,"['sesame307', '蘇志燮ソ女友']",1,15,False,蘇志燮ソ女友,sesame307
good,123.110.114.123,,517,"['foxsound', '狐聲']",1,0,False,狐聲,foxsound
good,118.232.7.157,,309,"['bootz', '爛泥巴']",1,2,False,爛泥巴,bootz
good,49.216.2.31,,741,"['arlismall5', '咩阿莉']",1,18,False,咩阿莉,arlismall5
good,223.137.239.11,,4585,"['molukino', 'Respekt f卣']",1,452,False,Respekt f卣,molukino
good,223.136.95.106,,1931,"['senma', 'ьユи☆ьユ⑦']",1,1455,False,ьユи☆ьユ⑦,senma
good,39.12.36.248,,1926,"['mooseyang', '秧秧']",1,38,False,秧秧,mooseyang
good,114.42.1.171,,2571,"['xinyuxiao', '果果子']",1,133,False,果果子,xinyuxiao
good,223.140.142.231,,2431,"['melinda13', '瑪琳達哈醬']",1,32,False,瑪琳達哈醬,melinda13
good,110.30.134.194,,3107,"['bewritten', '被寫']",3,470,False,被寫,bewritten
good,220.135.201.137,,2345,"['Ganer', '朝生暮死']",1,90,False,朝生暮死,Ganer
good,58.114.207.145,,4762,"['frouscy', '流浪吧。']",1,243,False,流浪吧。,frouscy
good,61.220.72.55,,4575,"['saddog', '100=20+80']",1,683,False,100=20+80,saddog
good,1.170.215.201,,802,"['pinCC', '霸王鮮果汁']",1,4,False,霸王鮮果汁,pinCC
good,203.190.21.32,,978,"['xaiomaio', '景丹']",1,70,False,景丹,xaiomaio
good,223.137.241.10,,2242,"['karta018', '石頭先生']",1,58,False,石頭先生,karta018
good,39.10.230.107,,1205,"['nadekowang', '庫特マツ']",8,39,False,庫特マツ,nadekowang
good,36.234.173.13,,361,"['pttblabla', 'Blabla']",1,253,False,Blabla,pttblabla
good,27.246.106.63,,3426,"['headcase', '仙人掌上的肥肥']",1,177,False,仙人掌上的肥肥,headcase
good,36.231.125.37,,1174,"['joka040509', '寶寶不魯，只是剛好單身']",1,623,False,寶寶不魯，只是剛好單身,joka040509
good,118.170.23.10,,993,"['chermany', 'qq']",1,110,False,qq,chermany
good,61.228.64.194,,3958,"['casperrrr', 'casperrrr']",6,2,False,casperrrr,casperrrr
good,223.140.118.157,,3855,"['huangshinwen', '.....']",2,286,False,.....,huangshinwen
good,140.113.67.57,,672,"['runKMTrun', '誠實小馬迷']",2,0,國立交通大學,誠實小馬迷,runKMTrun
good,1.160.146.251,,3201,"['covenant', '藍悠']",3,514,False,藍悠,covenant
good,122.117.137.69,,3303,"['TGD01', '...']",1,63,False,...,TGD01
good,223.141.120.20,,998,"['thejackys', '肥波']",1,24,False,肥波,thejackys
good,111.83.122.35,,2934,"['California', 'Bittersweet']",1,310,False,Bittersweet,California
good,114.25.192.218,,1254,"['elelnino', 'elelnino']",5,23,False,elelnino,elelnino
good,223.140.0.16,,2165,"['tortoise0912', '拔辣紅']",1,59,False,拔辣紅,tortoise0912
good,49.216.134.156,,561,"['rrrrr123', '新巡者']",1,3,False,新巡者,rrrrr123
good,98.206.164.65,,5205,"['WINDHEAD', '  ']",1,475,False,  ,WINDHEAD
good,126.19.85.15,,1163,"['pz5202', 'tata']",1,137,False,tata,pz5202
good,42.72.151.194,,768,"['newpuma', '還很新']",1,221,False,還很新,newpuma
good,59.115.243.56,,2720,"['RLH', '我們很近也很遠']",1,100,False,我們很近也很遠,RLH
good,101.9.9.219,,787,"['lili300', '膝蓋中了一箭']",3,36,False,膝蓋中了一箭,lili300
good,114.136.186.230,,1975,"['akimiyavi', '石原秋雅']",1,10,False,石原秋雅,akimiyavi
good,220.229.68.22,,301,"['HSNUYang', '尋找鱷魚的老虎']",1,4,False,尋找鱷魚的老虎,HSNUYang
good,140.112.217.12,,809,"['molle', '']",7,37,國立臺灣大學,,molle
good,61.230.100.188,,1938,"['daniel50506', '達']",1,84,False,達,daniel50506
good,42.73.179.122,,1789,"['momohahaa', '。＿。']",1,77,False,。＿。,momohahaa
good,218.166.114.216,,3506,"['vevally', '油桐雪']",1,2608,False,油桐雪,vevally
good,42.72.157.182,,2365,"['bestfly', '大佑柚唷']",2,78,False,大佑柚唷,bestfly
good,223.137.41.236,,1299,"['ww1234528', 'ORION']",1,50,False,ORION,ww1234528
good,220.133.162.99,,1430,"['a890036', '邱P']",6,19,False,邱P,a890036
good,223.141.179.156,,1290,"['apple30', 'guiguigk']",1,26,False,guiguigk,apple30
good,117.19.6.3,,3583,"['rio35', 'rio']",1,97,False,rio,rio35
good,111.83.250.190,,3728,"['mjnaoki', '囧mmmmmmmmmm']",1,184,False,囧mmmmmmmmmm,mjnaoki
good,114.39.236.159,,991,"['silverysky', '飛起來的皮卡丘']",1,5,False,飛起來的皮卡丘,silverysky
good,114.37.96.208,,1744,"['EGAOTLDENAPP', '金蘋果']",1,12,False,金蘋果,EGAOTLDENAPP
good,172.56.19.243,,2396,"['cat6218ine', 'cat']",1,47,False,cat,cat6218ine
good,140.112.249.194,,1222,"['SahsB', 'SahsB']",2,43,國立臺灣大學,SahsB,SahsB
good,219.70.6.125,,4487,"['t1329kimo', 'Que Sera Sera']",4,381,False,Que Sera Sera,t1329kimo
good,223.139.202.247,,460,"['hank0724', 'DIDO小武']",1,0,False,DIDO小武,hank0724
good,114.36.114.12,,474,"['thesea3', ' ']",1,9,False, ,thesea3
good,114.42.47.70,,2287,"['harlow', 'OK牧場大決鬥']",1,40,False,OK牧場大決鬥,harlow
good,36.231.149.92,,712,"['romeburn', '坑坑相連到天邊']",1,2,False,坑坑相連到天邊,romeburn
good,112.105.52.38,,1211,"['kandylll', '']",1,41,False,,kandylll
good,49.217.212.174,,947,"['Pttjoe0210', '批踢踢喬']",18,1,False,批踢踢喬,Pttjoe0210
good,123.240.194.197,,413,"['BerITh', '戀愛修理亮']",6,586,False,戀愛修理亮,BerITh
good,36.224.169.149,,1332,"['phooom0188', '柳']",1,23,False,柳,phooom0188
good,111.83.154.129,,767,"['newthings', '扭fin']",1,5,False,扭fin,newthings
good,36.229.207.18,,3205,"['showforce', '秀佛阿~~~~斯']",1,428,False,秀佛阿~~~~斯,showforce
good,123.193.71.65,,2532,"['onthehill', 'Sandy']",1,167,False,Sandy,onthehill
good,122.117.149.44,,1202,"['Bimatow', '阿拉花瓜吹喇叭']",1,2,False,阿拉花瓜吹喇叭,Bimatow
good,219.71.218.85,,635,"['microerect', 'Weber']",1,4,False,Weber,microerect
good,175.181.176.94,,1325,"['Ainur', 'Ainur']",1,0,False,Ainur,Ainur
good,223.139.35.193,,2803,"['Linzoma', 'Heaven knows I tried']",3,329,False,Heaven knows I tried,Linzoma
good,114.38.149.179,,396,"['Amber533', 'Amber']",1,0,False,Amber,Amber533
good,114.39.227.41,,2736,"['AK56', '']",2,132,False,,AK56
good,123.194.253.175,,376,"['dooge', 'Finn']",1,60,False,Finn,dooge
good,106.105.29.143,,1078,"['raikataiwan', 'raika']",1,46,False,raika,raikataiwan
good,58.115.106.103,,1150,"['alen3568184', 'alen']",1,8,False,alen,alen3568184
good,114.136.241.99,,416,"['vicky602107', '柴犬']",1,4,False,柴犬,vicky602107
good,188.238.70.230,,1368,"['ZXCV3366', '先進海產店']",1,30,False,先進海產店,ZXCV3366
good,119.77.204.38,,1097,"['hank11431', '啵中']",1,26,False,啵中,hank11431
good,118.167.21.32,,989,"['xxx773', '773']",1,12,False,773,xxx773
good,115.82.58.228,,3072,"['kphuang', ' ']",1,70,False, ,kphuang
good,223.139.71.207,,749,"['loa123', '撕裂地中海']",1,223,False,撕裂地中海,loa123
good,223.140.152.4,,1544,"['jhangyu', 'jhangyu']",1,73,False,jhangyu,jhangyu
good,180.204.195.111,,290,"['celya6223', 'Celia']",1,0,False,Celia,celya6223
good,101.12.194.15,,1443,"['x19005', ""肥宅o'_'o""]",1,107,False,肥宅o'_'o,x19005
good,223.140.144.160,,1219,"['lodestar', 'astro']",1,1,False,astro,lodestar
good,101.13.80.250,,548,"['h6x6h', 'BLZ']",1,1,False,BLZ,h6x6h
good,49.216.51.27,,572,"['a23423933', 'G.O.R']",1,8,False,G.O.R,a23423933
good,1.173.40.234,,2720,"['g7063068', '屏東尼大木博士']",1,27,False,屏東尼大木博士,g7063068
good,42.72.60.142,,3121,"['kerorofrog', '傻瓜青蛙']",1,432,False,傻瓜青蛙,kerorofrog
good,42.73.72.163,,1881,"['MxRRxR', '綠']",1,36,False,綠,MxRRxR
good,124.8.77.88,,5993,"['sggs', '請到consumer爬文']",1,1398,False,請到consumer爬文,sggs
good,180.217.178.100,,215,"['angelica0911', 'angelica']",1,2,False,angelica,angelica0911
good,223.140.153.224,,1729,"['paihsinching', '嬉鬧之間']",1,67,False,嬉鬧之間,paihsinching
good,101.12.192.15,,2252,"['kiwibirds', 'Kiwi']",1,67,False,Kiwi,kiwibirds
good,111.248.82.71,,4852,"['kingion', '買早餐順便而已']",4,523,False,買早餐順便而已,kingion
good,119.77.199.200,,2167,"['casifa', '小波有紅色滑板車車~哼!']",3,17,False,小波有紅色滑板車車~哼!,casifa
good,111.243.204.229,,1158,"['hsinyu28', 'W.H.Y']",1,1,False,W.H.Y,hsinyu28
good,223.136.35.81,,244,"['victciv', '維力']",1,3,False,維力,victciv
good,101.9.97.27,,2171,"['shinyii', '黃老吉']",1,67,False,黃老吉,shinyii
good,1.34.156.213,,1076,"['fbennyu', 'benny']",1,0,False,benny,fbennyu
good,36.231.100.198,,4618,"['wayne62', '要的只是不喜歡的權利']",1,249,False,要的只是不喜歡的權利,wayne62
good,220.142.71.28,,2598,"['nadiaInochi', '狗狗']",1,76,False,狗狗,nadiaInochi
good,101.12.166.167,,3153,"['roushu102', '魯白']",1,35,False,魯白,roushu102
good,223.136.82.45,,396,"['dorisan', '安']",1,1,False,安,dorisan
good,101.13.23.225,,3959,"['PrinceMK', 'Macaca']",1,316,False,Macaca,PrinceMK
good,223.141.82.142,,1429,"['philmaru', '安安我家榮啦']",3,7,False,安安我家榮啦,philmaru
good,114.43.1.227,,281,"['wtc4832', '油內褲']",1,1,False,油內褲,wtc4832
good,223.137.84.74,,1841,"['smallpig24', ' ']",1,16,False, ,smallpig24
good,49.214.149.203,,661,"['bill317996', 'juice']",1,2,False,juice,bill317996
good,36.231.74.108,,6332,"['ae', '']",1,446,False,,ae
good,49.158.104.221,,554,"['pokemon5566', '神寶56']",1,17,False,神寶56,pokemon5566
good,1.164.12.186,,4022,"['loliarchen', '哀咪']",1,45,False,哀咪,loliarchen
good,223.137.160.241,,3604,"['Fooltodie', 'Fooltodie']",1,16,False,Fooltodie,Fooltodie
good,211.31.1.139,,1758,"['f143768', '香蕉']",1,17,False,香蕉,f143768
good,82.132.232.27,,1103,"['fxxkleo0804', '長澤ネイノ 最高！！！']",1,22,False,長澤ネイノ 最高！！！,fxxkleo0804
good,42.73.94.170,,900,"['Fox101', 'Fox And You']",1,32,False,Fox And You,Fox101
good,36.225.230.151,,628,"['soulfaker', '靈魂偽造者']",1,21,False,靈魂偽造者,soulfaker
good,223.138.47.141,,511,"['h821231', 'QQQ']",4,1,False,QQQ,h821231
good,118.232.156.159,,986,"['ismugi', '']",1,4,False,,ismugi
good,223.139.84.61,,1073,"['ff373868', 'ff373868']",1,1,False,ff373868,ff373868
good,42.72.69.219,,624,"['Lynn1122', 'Lynn1122']",1,0,False,Lynn1122,Lynn1122
good,36.234.166.157,,868,"['jontaxx', 'jontaxx']",1,0,False,jontaxx,jontaxx
good,223.136.141.238,,3809,"['j0928875963', '小白']",1,104,False,小白,j0928875963
good,111.255.21.233,,1267,"['aynak', 'aynak']",1,16,False,aynak,aynak
good,111.250.202.86,,1617,"['almondchoco', '杏仁可可']",2,204,False,杏仁可可,almondchoco
good,36.233.36.190,,2209,"['iqnine', '   ']",1,143,False,   ,iqnine
good,1.165.5.27,,326,"['adsl9527', '申裝adsl的小為']",1,55,False,申裝adsl的小為,adsl9527
good,114.136.75.100,,3368,"['coldbreeze', '我要成為復健王!']",1,21,False,我要成為復健王!,coldbreeze
good,114.26.235.74,,990,"['rika07', 'rika']",1,0,False,rika,rika07
good,36.233.114.57,,3928,"['umenosola', '嘉嘉']",1,120,False,嘉嘉,umenosola
good,223.136.141.238,,3809,"['j0928875963', '小白']",1,104,False,小白,j0928875963
good,27.242.64.164,,5345,"['lovelypag', '嗯.............']",1,94,False,嗯.............,lovelypag
good,220.136.165.226,,1680,"['alcard22', 'AL']",2,32,False,AL,alcard22
good,49.217.169.50,,1189,"['qwer338859', '溫莎公爵']",1,50,False,溫莎公爵,qwer338859
good,27.242.99.111,,2516,"['whitehome', '緣木求魚']",1,94,False,緣木求魚,whitehome
good,114.136.167.72,,976,"['comawu', '玉樹臨風美男子']",1,2,False,玉樹臨風美男子,comawu
good,24.6.73.17,,2255,"['minilemon', '微笑檸檬']",1,451,False,微笑檸檬,minilemon
good,163.14.38.24,,1049,"['ericbaker', 'baker']",2,5,東吳大學,baker,ericbaker
good,125.227.190.252,,204,"['Aquavit', '海恩']",2,1,False,海恩,Aquavit
good,168.150.6.37,,854,"['b4552105', 'AmazLied']",1,14,False,AmazLied,b4552105
good,36.236.144.14,,3230,"['srewq', '南瓜']",1,345,False,南瓜,srewq
good,49.217.213.87,,206,"['kukuen', '美好USB']",1,0,False,美好USB,kukuen
good,123.192.167.6,,782,"['shinhwa610', '神隱']",1,0,False,神隱,shinhwa610
good,117.19.115.74,,1652,"['q622622', '~Mr.廷仔~']",1,34,False,~Mr.廷仔~,q622622
good,180.176.217.133,,508,"['GYLin', 'GYLin']",1,41,False,GYLin,GYLin
